Sample,Assay,Well,Spot,Dilution,Concentration,Signal,Adjusted Signal,Mean,Adj. Sig. Mean,CV,% Recovery,% Recovery Mean,Calc. Concentration,Calc. Conc. Mean,Calc. Conc. CV
IVS_379_M2_Veh,IL-7,B04,4,2,,176,176,176,176,NaN,,,0.002471699,NaN,NaN
IVS_379_M2_Veh,TNF-β,B04,9,2,,409,409,409,409,NaN,,,0.197372938,0.197372938,NaN
IVS_379_M2_Veh,VEGF,B04,10,2,,376,376,376,376,NaN,,,0.182894587,NaN,NaN
IVS_379_M2_Veh,IFN-γ,B04,1,2,,569,569,569,569,NaN,,,1.10007331,1.10007331,NaN
IVS_379_M2_Veh,IL-10,B04,7,2,,1716,1716,1716,1716,NaN,,,1.633067361,1.633067361,NaN
IVS_379_M2_Veh,IL-12p70,B04,8,2,,681,681,681,681,NaN,,,0.534772915,0.534772915,NaN
IVS_379_M2_Veh,IL-13,B04,9,2,,5675,5675,5675,5675,NaN,,,32.72890152,32.72890152,NaN
IVS_379_M2_Veh,IL-1β,B04,2,2,,9434,9434,9434,9434,NaN,,,5.841279493,5.841279493,NaN
IVS_379_M2_Veh,IL-2,B04,3,2,,1171,1171,1171,1171,NaN,,,1.232531664,1.232531664,NaN
IVS_379_M2_Veh,IL-4,B04,4,2,,58188,58188,58188,58188,NaN,,,62.7175123,62.7175123,NaN
IVS_379_M2_Veh,IL-6,B04,5,2,,30326,30326,30326,30326,NaN,,,102.2797445,102.2797445,NaN
IVS_379_M2_Veh,IL-8,B04,6,2,,1424451,1424451,1424451,1424451,NaN,,,6102.054164,6102.054164,NaN
IVS_379_M2_Veh,TNF-α,B04,10,2,,16645,16645,16645,16645,NaN,,,58.52585292,58.52585292,NaN
IVS_388_M0_M1,Eotaxin,C06,1,4,,3465,3465,3465,3465,NaN,,,149.8096222,149.8096222,NaN
IVS_388_M0_M1,Eotaxin-3,C06,3,4,,544,544,544,544,NaN,,,23.30792933,23.30792933,NaN
IVS_388_M0_M1,IL-8,C06,7,4,,208410,208410,208410,208410,NaN,,,204053.7104,204053.7104,NaN
IVS_388_M0_M1,IP-10,C06,5,4,,1377122,1377122,1377122,1377122,NaN,,,323782.2744,NaN,NaN
IVS_388_M0_M1,MCP-1,C06,8,4,,1795128,1795128,1795128,1795128,NaN,,,9907.298098,9907.298098,NaN
IVS_388_M0_M1,MCP-4,C06,10,4,,15492,15492,15492,15492,NaN,,,206.1146209,206.1146209,NaN
IVS_388_M0_M1,MDC,C06,9,4,,537905,537905,537905,537905,NaN,,,24351.78727,24351.78727,NaN
IVS_388_M0_M1,MIP-1α,C06,6,4,,1501972,1501972,1501972,1501972,NaN,,,8142.998455,8142.998455,NaN
IVS_388_M0_M1,MIP-1β,C06,2,4,,1649587,1649587,1649587,1649587,NaN,,,7039.584701,7039.584701,NaN
IVS_388_M0_M1,TARC,C06,4,4,,82338,82338,82338,82338,NaN,,,709.2845084,709.2845084,NaN
IVS_388_M0_M1,GM-CSF,C06,1,2,,403,403,403,403,NaN,,,0.559300647,0.559300647,NaN
IVS_388_M0_M1,IL-12p40,C06,5,2,,19259,19259,19259,19259,NaN,,,194.2187772,194.2187772,NaN
IVS_388_M0_M1,IL-15,C06,6,2,,989,989,989,989,NaN,,,1.946735043,1.946735043,NaN
IVS_388_M0_M1,IL-16,C06,7,2,,303,303,303,303,NaN,,,5.145616014,5.145616014,NaN
IVS_388_M0_M1,IL-17,C06,8,2,,514,514,514,514,NaN,,,2.538600101,2.538600101,NaN
IVS_388_M0_M1,IL-1α,C06,2,2,,856,856,856,856,NaN,,,1.236593269,1.236593269,NaN
IVS_388_M0_M1,IL-5,C06,3,2,,435,435,435,435,NaN,,,0.028226429,0.028226429,NaN
IVS_388_M0_M1,IL-7,C06,4,2,,235,235,235,235,NaN,,,0.149882581,0.149882581,NaN
IVS_388_M0_M1,TNF-β,C06,9,2,,387,387,387,387,NaN,,,0.117493415,0.117493415,NaN
IVS_388_M0_M1,VEGF,C06,10,2,,1662,1662,1662,1662,NaN,,,14.87203315,14.87203315,NaN
IVS_388_M0_M1,IFN-γ,C06,1,2,,567916,567916,567916,567916,NaN,,,11076.55129,11076.55129,NaN
IVS_388_M0_M1,IL-10,C06,7,2,,10477,10477,10477,10477,NaN,,,16.99847083,16.99847083,NaN
IVS_388_M0_M1,IL-12p70,C06,8,2,,3137,3137,3137,3137,NaN,,,7.624717636,7.624717636,NaN
IVS_388_M0_M1,IL-13,C06,9,2,,8896,8896,8896,8896,NaN,,,46.7598542,46.7598542,NaN
IVS_388_M0_M1,IL-1β,C06,2,2,,18221,18221,18221,18221,NaN,,,15.21923255,15.21923255,NaN
IVS_388_M0_M1,IL-2,C06,3,2,,2069,2069,2069,2069,NaN,,,3.322040912,3.322040912,NaN
IVS_388_M0_M1,IL-4,C06,4,2,,6758,6758,6758,6758,NaN,,,5.218732388,5.218732388,NaN
IVS_388_M0_M1,IL-6,C06,5,2,,738961,738961,738961,738961,NaN,,,2860.635864,2860.635864,NaN
IVS_388_M0_M1,IL-8,C06,6,2,,1543400,1543400,1543400,1543400,NaN,,,6698.918929,6698.918929,NaN
IVS_388_M0_M1,TNF-α,C06,10,2,,807690,807690,807690,807690,NaN,,,3440.576368,3440.576368,NaN
IVS_388_M0_M1+PM,Eotaxin,G06,1,4,,6557,6557,6557,6557,NaN,,,249.1251547,249.1251547,NaN
IVS_388_M0_M1+PM,Eotaxin-3,G06,3,4,,523,523,523,523,NaN,,,22.05501779,22.05501779,NaN
IVS_388_M0_M1+PM,IL-8,G06,7,4,,529707,529707,529707,529707,NaN,,,439687.3542,439687.3542,NaN
IVS_388_M0_M1+PM,IP-10,G06,5,4,,1372399,1372399,1372399,1372399,NaN,,,323782.2744,NaN,NaN
IVS_388_M0_M1+PM,MCP-1,G06,8,4,,1785127,1785127,1785127,1785127,NaN,,,9851.799687,9851.799687,NaN
IVS_388_M0_M1+PM,MCP-4,G06,10,4,,56376,56376,56376,56376,NaN,,,559.1452801,559.1452801,NaN
IVS_388_M0_M1+PM,MDC,G06,9,4,,153344,153344,153344,153344,NaN,,,7513.107384,7513.107384,NaN
IVS_388_M0_M1+PM,MIP-1α,G06,6,4,,1487199,1487199,1487199,1487199,NaN,,,8091.12835,8091.12835,NaN
IVS_388_M0_M1+PM,MIP-1β,G06,2,4,,1637409,1637409,1637409,1637409,NaN,,,6997.983455,6997.983455,NaN
IVS_388_M0_M1+PM,TARC,G06,4,4,,21673,21673,21673,21673,NaN,,,159.4429117,159.4429117,NaN
IVS_388_M0_M1+PM,GM-CSF,G06,1,2,,964,964,964,964,NaN,,,2.540331563,2.540331563,NaN
IVS_388_M0_M1+PM,IL-12p40,G06,5,2,,6437,6437,6437,6437,NaN,,,48.21492897,48.21492897,NaN
IVS_388_M0_M1+PM,IL-15,G06,6,2,,1396,1396,1396,1396,NaN,,,3.121767257,3.121767257,NaN
IVS_388_M0_M1+PM,IL-16,G06,7,2,,339,339,339,339,NaN,,,6.574107736,6.574107736,NaN
IVS_388_M0_M1+PM,IL-17,G06,8,2,,303,303,303,303,NaN,,,0.859383832,0.859383832,NaN
IVS_388_M0_M1+PM,IL-1α,G06,2,2,,1258,1258,1258,1258,NaN,,,2.921796684,2.921796684,NaN
IVS_388_M0_M1+PM,IL-5,G06,3,2,,354,354,354,354,NaN,,,0.000257824,NaN,NaN
IVS_388_M0_M1+PM,IL-7,G06,4,2,,204,204,204,204,NaN,,,0.060015567,0.060015567,NaN
IVS_388_M0_M1+PM,TNF-β,G06,9,2,,293,293,293,293,NaN,,,0.001080615,NaN,NaN
IVS_388_M0_M1+PM,VEGF,G06,10,2,,16364,16364,16364,16364,NaN,,,155.7379808,155.7379808,NaN
IVS_388_M0_M1+PM,IFN-γ,G06,1,2,,792090,792090,792090,792090,NaN,,,15953.33931,15953.33931,NaN
IVS_388_M0_M1+PM,IL-10,G06,7,2,,9215,9215,9215,9215,NaN,,,14.58630148,14.58630148,NaN
IVS_388_M0_M1+PM,IL-12p70,G06,8,2,,4716,4716,4716,4716,NaN,,,12.84329732,12.84329732,NaN
IVS_388_M0_M1+PM,IL-13,G06,9,2,,6974,6974,6974,6974,NaN,,,38.57757073,38.57757073,NaN
IVS_388_M0_M1+PM,IL-1β,G06,2,2,,19052,19052,19052,19052,NaN,,,16.14190887,16.14190887,NaN
IVS_388_M0_M1+PM,IL-2,G06,3,2,,2497,2497,2497,2497,NaN,,,4.390598725,4.390598725,NaN
IVS_388_M0_M1+PM,IL-4,G06,4,2,,6587,6587,6587,6587,NaN,,,5.064023957,5.064023957,NaN
IVS_388_M0_M1+PM,IL-6,G06,5,2,,707179,707179,707179,707179,NaN,,,2732.623968,2732.623968,NaN
IVS_388_M0_M1+PM,IL-8,G06,6,2,,1546164,1546164,1546164,1546164,NaN,,,6712.881452,6712.881452,NaN
IVS_388_M0_M1+PM,TNF-α,G06,10,2,,970532,970532,970532,970532,NaN,,,4168.215978,4168.215978,NaN
IVS_388_M0_PM,Eotaxin,E06,1,4,,579,579,579,579,NaN,,,29.36826962,29.36826962,NaN
IVS_388_M0_PM,Eotaxin-3,E06,3,4,,184,184,184,184,NaN,,,3.495999684,3.495999684,NaN
IVS_388_M0_PM,IL-8,E06,7,4,,205458,205458,205458,205458,NaN,,,201671.6537,201671.6537,NaN
IVS_388_M0_PM,IP-10,E06,5,4,,15680,15680,15680,15680,NaN,,,83.84638168,83.84638168,NaN
IVS_388_M0_PM,MCP-1,E06,8,4,,1775223,1775223,1775223,1775223,NaN,,,9796.841597,9796.841597,NaN
IVS_388_M0_PM,MCP-4,E06,10,4,,10644,10644,10644,10644,NaN,,,157.0393985,157.0393985,NaN
IVS_388_M0_PM,MDC,E06,9,4,,514482,514482,514482,514482,NaN,,,23357.45866,23357.45866,NaN
IVS_388_M0_PM,MIP-1α,E06,6,4,,3858,3858,3858,3858,NaN,,,169.1531737,169.1531737,NaN
IVS_388_M0_PM,MIP-1β,E06,2,4,,23463,23463,23463,23463,NaN,,,235.8552966,235.8552966,NaN
IVS_388_M0_PM,TARC,E06,4,4,,20400,20400,20400,20400,NaN,,,148.7255049,148.7255049,NaN
IVS_388_M0_PM,GM-CSF,E06,1,2,,199,199,199,199,NaN,,,0.024977004,0.024977004,NaN
IVS_388_M0_PM,IL-12p40,E06,5,2,,404,404,404,404,NaN,,,0.604873359,0.604873359,NaN
IVS_388_M0_PM,IL-15,E06,6,2,,219,219,219,219,NaN,,,0.104470569,0.104470569,NaN
IVS_388_M0_PM,IL-16,E06,7,2,,722,722,722,722,NaN,,,19.81810242,19.81810242,NaN
IVS_388_M0_PM,IL-17,E06,8,2,,128,128,128,128,NaN,,,0.002907354,NaN,NaN
IVS_388_M0_PM,IL-1α,E06,2,2,,465,465,465,465,NaN,,,0.007095829,NaN,NaN
IVS_388_M0_PM,IL-5,E06,3,2,,323,323,323,323,NaN,,,0.000257824,NaN,NaN
IVS_388_M0_PM,IL-7,E06,4,2,,225,225,225,225,NaN,,,0.119677444,0.119677444,NaN
IVS_388_M0_PM,TNF-β,E06,9,2,,271,271,271,271,NaN,,,0.001080615,NaN,NaN
IVS_388_M0_PM,VEGF,E06,10,2,,1745,1745,1745,1745,NaN,,,15.77141173,15.77141173,NaN
IVS_388_M0_PM,IFN-γ,E06,1,2,,701,701,701,701,NaN,,,2.430195812,2.430195812,NaN
IVS_388_M0_PM,IL-10,E06,7,2,,3972,3972,3972,3972,NaN,,,5.178997185,5.178997185,NaN
IVS_388_M0_PM,IL-12p70,E06,8,2,,1335,1335,1335,1335,NaN,,,2.212342752,2.212342752,NaN
IVS_388_M0_PM,IL-13,E06,9,2,,8894,8894,8894,8894,NaN,,,46.75158239,46.75158239,NaN
IVS_388_M0_PM,IL-1β,E06,2,2,,16998,16998,16998,16998,NaN,,,13.87055968,13.87055968,NaN
IVS_388_M0_PM,IL-2,E06,3,2,,3047,3047,3047,3047,NaN,,,5.812432428,5.812432428,NaN
IVS_388_M0_PM,IL-4,E06,4,2,,1264,1264,1264,1264,NaN,,,0.663927818,0.663927818,NaN
IVS_388_M0_PM,IL-6,E06,5,2,,19930,19930,19930,19930,NaN,,,65.75658803,65.75658803,NaN
IVS_388_M0_PM,IL-8,E06,6,2,,1532722,1532722,1532722,1532722,NaN,,,6645.017362,6645.017362,NaN
IVS_388_M0_PM,TNF-α,E06,10,2,,11642,11642,11642,11642,NaN,,,39.82002879,39.82002879,NaN
IVS_388_M0_Veh,Eotaxin,A06,1,4,,449,449,449,449,NaN,,,21.47039493,21.47039493,NaN
IVS_388_M0_Veh,Eotaxin-3,A06,3,4,,196,196,196,196,NaN,,,4.069746517,4.069746517,NaN
IVS_388_M0_Veh,IL-8,A06,7,4,,18665,18665,18665,18665,NaN,,,27747.77078,27747.77078,NaN
IVS_388_M0_Veh,IP-10,A06,5,4,,26852,26852,26852,26852,NaN,,,150.6427169,150.6427169,NaN
IVS_388_M0_Veh,MCP-1,A06,8,4,,1790822,1790822,1790822,1790822,NaN,,,9883.402618,9883.402618,NaN
IVS_388_M0_Veh,MCP-4,A06,10,4,,2269,2269,2269,2269,NaN,,,50.38416097,50.38416097,NaN
IVS_388_M0_Veh,MDC,A06,9,4,,1281439,1281439,1281439,1281439,NaN,,,54892.11504,54892.11504,NaN
IVS_388_M0_Veh,MIP-1α,A06,6,4,,5418,5418,5418,5418,NaN,,,213.3504347,213.3504347,NaN
IVS_388_M0_Veh,MIP-1β,A06,2,4,,25636,25636,25636,25636,NaN,,,253.2803919,253.2803919,NaN
IVS_388_M0_Veh,TARC,A06,4,4,,67297,67297,67297,67297,NaN,,,567.9459567,567.9459567,NaN
IVS_388_M0_Veh,GM-CSF,A06,1,2,,193,193,193,193,NaN,,,0.014467911,0.014467911,NaN
IVS_388_M0_Veh,IL-12p40,A06,5,2,,4293,4293,4293,4293,NaN,,,28.48058261,28.48058261,NaN
IVS_388_M0_Veh,IL-15,A06,6,2,,307,307,307,307,NaN,,,0.268238497,0.268238497,NaN
IVS_388_M0_Veh,IL-16,A06,7,2,,542,542,542,542,NaN,,,13.89252638,13.89252638,NaN
IVS_388_M0_Veh,IL-17,A06,8,2,,218,218,218,218,NaN,,,0.297183386,0.297183386,NaN
IVS_388_M0_Veh,IL-1α,A06,2,2,,479,479,479,479,NaN,,,0.007095829,NaN,NaN
IVS_388_M0_Veh,IL-5,A06,3,2,,415,415,415,415,NaN,,,0.002391776,0.002391776,NaN
IVS_388_M0_Veh,IL-7,A06,4,2,,211,211,211,211,NaN,,,0.079235442,0.079235442,NaN
IVS_388_M0_Veh,TNF-β,A06,9,2,,279,279,279,279,NaN,,,0.001080615,NaN,NaN
IVS_388_M0_Veh,VEGF,A06,10,2,,351,351,351,351,NaN,,,0.182894587,NaN,NaN
IVS_388_M0_Veh,IFN-γ,A06,1,2,,745,745,745,745,NaN,,,2.890364754,2.890364754,NaN
IVS_388_M0_Veh,IL-10,A06,7,2,,2408,2408,2408,2408,NaN,,,2.666511091,2.666511091,NaN
IVS_388_M0_Veh,IL-12p70,A06,8,2,,1096,1096,1096,1096,NaN,,,1.569066137,1.569066137,NaN
IVS_388_M0_Veh,IL-13,A06,9,2,,5917,5917,5917,5917,NaN,,,33.84187504,33.84187504,NaN
IVS_388_M0_Veh,IL-1β,A06,2,2,,13016,13016,13016,13016,NaN,,,9.566782609,9.566782609,NaN
IVS_388_M0_Veh,IL-2,A06,3,2,,1667,1667,1667,1667,NaN,,,2.35617197,2.35617197,NaN
IVS_388_M0_Veh,IL-4,A06,4,2,,1099,1099,1099,1099,NaN,,,0.549492801,0.549492801,NaN
IVS_388_M0_Veh,IL-6,A06,5,2,,10402,10402,10402,10402,NaN,,,32.97291044,32.97291044,NaN
IVS_388_M0_Veh,IL-8,A06,6,2,,1528618,1528618,1528618,1528618,NaN,,,6624.317294,6624.317294,NaN
IVS_388_M0_Veh,TNF-α,A06,10,2,,5722,5722,5722,5722,NaN,,,18.1637447,18.1637447,NaN
IVS_388_M2_M1,Eotaxin,D06,1,4,,5072,5072,5072,5072,NaN,,,203.287811,203.287811,NaN
IVS_388_M2_M1,Eotaxin-3,D06,3,4,,799,799,799,799,NaN,,,39.11015275,39.11015275,NaN
IVS_388_M2_M1,IL-8,D06,7,4,,24785,24785,24785,24785,NaN,,,35150.00304,35150.00304,NaN
IVS_388_M2_M1,IP-10,D06,5,4,,1422208,1422208,1422208,1422208,NaN,,,323782.2744,NaN,NaN
IVS_388_M2_M1,MCP-1,D06,8,4,,1818707,1818707,1818707,1818707,NaN,,,10038.15288,10038.15288,NaN
IVS_388_M2_M1,MCP-4,D06,10,4,,346064,346064,346064,346064,NaN,,,23646.33671,NaN,NaN
IVS_388_M2_M1,MDC,D06,9,4,,1664950,1664950,1664950,1664950,NaN,,,70143.39403,70143.39403,NaN
IVS_388_M2_M1,MIP-1α,D06,6,4,,745248,745248,745248,745248,NaN,,,5182.332724,5182.332724,NaN
IVS_388_M2_M1,MIP-1β,D06,2,4,,1648583,1648583,1648583,1648583,NaN,,,7036.157203,7036.157203,NaN
IVS_388_M2_M1,TARC,D06,4,4,,1608962,1608962,1608962,1608962,NaN,,,18082.03205,18082.03205,NaN
IVS_388_M2_M1,GM-CSF,D06,1,2,,303,303,303,303,NaN,,,0.27141026,0.27141026,NaN
IVS_388_M2_M1,IL-12p40,D06,5,2,,16710,16710,16710,16710,NaN,,,162.3963068,162.3963068,NaN
IVS_388_M2_M1,IL-15,D06,6,2,,1047,1047,1047,1047,NaN,,,2.10836132,2.10836132,NaN
IVS_388_M2_M1,IL-16,D06,7,2,,754,754,754,754,NaN,,,20.83640247,20.83640247,NaN
IVS_388_M2_M1,IL-17,D06,8,2,,396,396,396,396,NaN,,,1.561844061,1.561844061,NaN
IVS_388_M2_M1,IL-1α,D06,2,2,,598,598,598,598,NaN,,,0.267301892,0.267301892,NaN
IVS_388_M2_M1,IL-5,D06,3,2,,424,424,424,424,NaN,,,0.013062014,0.013062014,NaN
IVS_388_M2_M1,IL-7,D06,4,2,,225,225,225,225,NaN,,,0.119677444,0.119677444,NaN
IVS_388_M2_M1,TNF-β,D06,9,2,,1205,1205,1205,1205,NaN,,,3.661837096,3.661837096,NaN
IVS_388_M2_M1,VEGF,D06,10,2,,356,356,356,356,NaN,,,0.182894587,NaN,NaN
IVS_388_M2_M1,IFN-γ,D06,1,2,,1064153,1064153,1064153,1064153,NaN,,,22057.89075,22057.89075,NaN
IVS_388_M2_M1,IL-10,D06,7,2,,6042,6042,6042,6042,NaN,,,8.751121127,8.751121127,NaN
IVS_388_M2_M1,IL-12p70,D06,8,2,,2003,2003,2003,2003,NaN,,,4.124430334,4.124430334,NaN
IVS_388_M2_M1,IL-13,D06,9,2,,9444,9444,9444,9444,NaN,,,49.00955025,49.00955025,NaN
IVS_388_M2_M1,IL-1β,D06,2,2,,14022,14022,14022,14022,NaN,,,10.64011299,10.64011299,NaN
IVS_388_M2_M1,IL-2,D06,3,2,,2253,2253,2253,2253,NaN,,,3.776862972,3.776862972,NaN
IVS_388_M2_M1,IL-4,D06,4,2,,124801,124801,124801,124801,NaN,,,150.2077826,150.2077826,NaN
IVS_388_M2_M1,IL-6,D06,5,2,,264647,264647,264647,264647,NaN,,,981.9770666,981.9770666,NaN
IVS_388_M2_M1,IL-8,D06,6,2,,1522399,1522399,1522399,1522399,NaN,,,6592.967006,6592.967006,NaN
IVS_388_M2_M1,TNF-α,D06,10,2,,915638,915638,915638,915638,NaN,,,3922.241957,3922.241957,NaN
IVS_388_M2_M1+PM,Eotaxin,H06,1,4,,2615,2615,2615,2615,NaN,,,119.0813651,119.0813651,NaN
IVS_388_M2_M1+PM,Eotaxin-3,H06,3,4,,656,656,656,656,NaN,,,30.12421661,30.12421661,NaN
IVS_388_M2_M1+PM,IL-8,H06,7,4,,363347,363347,363347,363347,NaN,,,322413.3097,322413.3097,NaN
IVS_388_M2_M1+PM,IP-10,H06,5,4,,1416324,1416324,1416324,1416324,NaN,,,323782.2744,NaN,NaN
IVS_388_M2_M1+PM,MCP-1,H06,8,4,,1816414,1816414,1816414,1816414,NaN,,,10025.42707,10025.42707,NaN
IVS_388_M2_M1+PM,MCP-4,H06,10,4,,1225155,1225155,1225155,1225155,NaN,,,23646.33671,NaN,NaN
IVS_388_M2_M1+PM,MDC,H06,9,4,,1412642,1412642,1412642,1412642,NaN,,,60138.34503,60138.34503,NaN
IVS_388_M2_M1+PM,MIP-1α,H06,6,4,,1064310,1064310,1064310,1064310,NaN,,,6519.415292,6519.415292,NaN
IVS_388_M2_M1+PM,MIP-1β,H06,2,4,,1639375,1639375,1639375,1639375,NaN,,,7004.703568,7004.703568,NaN
IVS_388_M2_M1+PM,TARC,H06,4,4,,341656,341656,341656,341656,NaN,,,3357.228189,3357.228189,NaN
IVS_388_M2_M1+PM,GM-CSF,H06,1,2,,837,837,837,837,NaN,,,2.054882994,2.054882994,NaN
IVS_388_M2_M1+PM,IL-12p40,H06,5,2,,5087,5087,5087,5087,NaN,,,35.54927305,35.54927305,NaN
IVS_388_M2_M1+PM,IL-15,H06,6,2,,1480,1480,1480,1480,NaN,,,3.374941093,3.374941093,NaN
IVS_388_M2_M1+PM,IL-16,H06,7,2,,397,397,397,397,NaN,,,8.768619997,8.768619997,NaN
IVS_388_M2_M1+PM,IL-17,H06,8,2,,193,193,193,193,NaN,,,0.155711138,0.155711138,NaN
IVS_388_M2_M1+PM,IL-1α,H06,2,2,,607,607,607,607,NaN,,,0.298181359,0.298181359,NaN
IVS_388_M2_M1+PM,IL-5,H06,3,2,,333,333,333,333,NaN,,,0.000257824,NaN,NaN
IVS_388_M2_M1+PM,IL-7,H06,4,2,,195,195,195,195,NaN,,,0.036598931,0.036598931,NaN
IVS_388_M2_M1+PM,TNF-β,H06,9,2,,1000,1000,1000,1000,NaN,,,2.718303228,2.718303228,NaN
IVS_388_M2_M1+PM,VEGF,H06,10,2,,555,555,555,555,NaN,,,2.218446895,2.218446895,NaN
IVS_388_M2_M1+PM,IFN-γ,H06,1,2,,857937,857937,857937,857937,NaN,,,17413.96493,17413.96493,NaN
IVS_388_M2_M1+PM,IL-10,H06,7,2,,11222,11222,11222,11222,NaN,,,18.44293937,18.44293937,NaN
IVS_388_M2_M1+PM,IL-12p70,H06,8,2,,2806,2806,2806,2806,NaN,,,6.577051613,6.577051613,NaN
IVS_388_M2_M1+PM,IL-13,H06,9,2,,8118,8118,8118,8118,NaN,,,43.50627335,43.50627335,NaN
IVS_388_M2_M1+PM,IL-1β,H06,2,2,,15073,15073,15073,15073,NaN,,,11.77203493,11.77203493,NaN
IVS_388_M2_M1+PM,IL-2,H06,3,2,,2944,2944,2944,2944,NaN,,,5.542471526,5.542471526,NaN
IVS_388_M2_M1+PM,IL-4,H06,4,2,,174470,174470,174470,174470,NaN,,,220.3393137,220.3393137,NaN
IVS_388_M2_M1+PM,IL-6,H06,5,2,,567685,567685,567685,567685,NaN,,,2173.776483,2173.776483,NaN
IVS_388_M2_M1+PM,IL-8,H06,6,2,,1514683,1514683,1514683,1514683,NaN,,,6554.099796,6554.099796,NaN
IVS_388_M2_M1+PM,TNF-α,H06,10,2,,1047225,1047225,1047225,1047225,NaN,,,4512.957135,4512.957135,NaN
IVS_388_M2_PM,Eotaxin,F06,1,4,,1242,1242,1242,1242,NaN,,,62.92157106,62.92157106,NaN
IVS_388_M2_PM,Eotaxin-3,F06,3,4,,769,769,769,769,NaN,,,37.20146289,37.20146289,NaN
IVS_388_M2_PM,IL-8,F06,7,4,,206708,206708,206708,206708,NaN,,,202681.054,202681.054,NaN
IVS_388_M2_PM,IP-10,F06,5,4,,14076,14076,14076,14076,NaN,,,74.42938519,74.42938519,NaN
IVS_388_M2_PM,MCP-1,F06,8,4,,1822231,1822231,1822231,1822231,NaN,,,10057.71076,10057.71076,NaN
IVS_388_M2_PM,MCP-4,F06,10,4,,1767054,1767054,1767054,1767054,NaN,,,23646.33671,NaN,NaN
IVS_388_M2_PM,MDC,F06,9,4,,1554596,1554596,1554596,1554596,NaN,,,65780.0473,65780.0473,NaN
IVS_388_M2_PM,MIP-1α,F06,6,4,,51942,51942,51942,51942,NaN,,,936.0467544,936.0467544,NaN
IVS_388_M2_PM,MIP-1β,F06,2,4,,710887,710887,710887,710887,NaN,,,3594.446755,3594.446755,NaN
IVS_388_M2_PM,TARC,F06,4,4,,406088,406088,406088,406088,NaN,,,4051.294988,4051.294988,NaN
IVS_388_M2_PM,GM-CSF,F06,1,2,,487,487,487,487,NaN,,,0.822873505,0.822873505,NaN
IVS_388_M2_PM,IL-12p40,F06,5,2,,1276,1276,1276,1276,NaN,,,5.30782268,5.30782268,NaN
IVS_388_M2_PM,IL-15,F06,6,2,,180,180,180,180,NaN,,,0.042285157,0.042285157,NaN
IVS_388_M2_PM,IL-16,F06,7,2,,387,387,387,387,NaN,,,8.397891298,8.397891298,NaN
IVS_388_M2_PM,IL-17,F06,8,2,,148,148,148,148,NaN,,,0.002907354,NaN,NaN
IVS_388_M2_PM,IL-1α,F06,2,2,,458,458,458,458,NaN,,,0.007095829,NaN,NaN
IVS_388_M2_PM,IL-5,F06,3,2,,336,336,336,336,NaN,,,0.000257824,NaN,NaN
IVS_388_M2_PM,IL-7,F06,4,2,,182,182,182,182,NaN,,,0.006866942,0.006866942,NaN
IVS_388_M2_PM,TNF-β,F06,9,2,,254,254,254,254,NaN,,,0.001080615,NaN,NaN
IVS_388_M2_PM,VEGF,F06,10,2,,423,423,423,423,NaN,,,0.480445308,0.480445308,NaN
IVS_388_M2_PM,IFN-γ,F06,1,2,,746,746,746,746,NaN,,,2.900900277,2.900900277,NaN
IVS_388_M2_PM,IL-10,F06,7,2,,4973,4973,4973,4973,NaN,,,6.877787048,6.877787048,NaN
IVS_388_M2_PM,IL-12p70,F06,8,2,,1868,1868,1868,1868,NaN,,,3.726934145,3.726934145,NaN
IVS_388_M2_PM,IL-13,F06,9,2,,8665,8665,8665,8665,NaN,,,45.80140344,45.80140344,NaN
IVS_388_M2_PM,IL-1β,F06,2,2,,15050,15050,15050,15050,NaN,,,11.74715454,11.74715454,NaN
IVS_388_M2_PM,IL-2,F06,3,2,,2059,2059,2059,2059,NaN,,,3.297534245,3.297534245,NaN
IVS_388_M2_PM,IL-4,F06,4,2,,81578,81578,81578,81578,NaN,,,92.34673147,92.34673147,NaN
IVS_388_M2_PM,IL-6,F06,5,2,,16514,16514,16514,16514,NaN,,,53.90775426,53.90775426,NaN
IVS_388_M2_PM,IL-8,F06,6,2,,1507538,1507538,1507538,1507538,NaN,,,6518.138112,6518.138112,NaN
IVS_388_M2_PM,TNF-α,F06,10,2,,24490,24490,24490,24490,NaN,,,88.33010193,88.33010193,NaN
IVS_388_M2_Veh,Eotaxin,B06,1,4,,1011,1011,1011,1011,NaN,,,52.05717248,52.05717248,NaN
IVS_388_M2_Veh,Eotaxin-3,B06,3,4,,682,682,682,682,NaN,,,31.73605139,31.73605139,NaN
IVS_388_M2_Veh,IL-8,B06,7,4,,12464,12464,12464,12464,NaN,,,19773.16239,19773.16239,NaN
IVS_388_M2_Veh,IP-10,B06,5,4,,10854,10854,10854,10854,NaN,,,55.66075524,55.66075524,NaN
IVS_388_M2_Veh,MCP-1,B06,8,4,,1801194,1801194,1801194,1801194,NaN,,,9940.961074,9940.961074,NaN
IVS_388_M2_Veh,MCP-4,B06,10,4,,1686350,1686350,1686350,1686350,NaN,,,23646.33671,NaN,NaN
IVS_388_M2_Veh,MDC,B06,9,4,,1671451,1671451,1671451,1671451,NaN,,,70399.86351,70399.86351,NaN
IVS_388_M2_Veh,MIP-1α,B06,6,4,,178902,178902,178902,178902,NaN,,,2072.343927,2072.343927,NaN
